image_name,range,label_3h
2021-05-18 00-43-23,120km,2
2022-06-21 07-33-23,120km,1
2022-12-23 13-23-30,120km,0
2023-01-16 05-43-10,120km,0
2020-07-31 13-33-41,120km,3
2023-03-21 06-23-20,120km,0
2021-03-02 10-23-52,120km,0
2023-06-24 16-03-45,120km,0
2023-05-06 09-13-46,120km,0
2021-07-01 13-13-53,120km,0
2022-08-11 21-43-29,120km,0
2021-05-22 00-23-49,120km,0
2021-08-19 16-23-48,120km,0
2021-04-29 03-13-29,120km,0
2021-09-23 08-43-41,120km,2
2021-01-29 13-53-49,120km,0
2023-05-17 07-23-44,120km,3
2022-05-23 18-13-59,120km,0
2022-08-30 02-31-22,120km,0
2022-11-05 20-33-41,120km,0
2023-01-18 02-23-14,120km,0
2023-06-18 02-03-22,120km,2
2021-07-22 12-33-20,120km,0
2023-06-14 11-13-36,120km,0
2023-02-04 21-53-18,120km,0
2022-04-26 02-53-24,120km,0
2022-05-07 03-13-31,120km,2
2023-04-20 00-33-28,120km,0
2022-10-17 07-33-29,120km,1
2022-09-07 12-51-26,120km,0
2022-11-17 09-53-20,120km,2
2022-09-05 00-31-04,120km,2
2021-08-15 17-23-52,120km,0
2022-05-04 23-13-41,120km,0
2022-05-23 06-33-27,120km,0
2022-06-06 14-13-27,120km,0
2020-07-24 20-33-27,120km,2
2022-04-08 02-03-32,120km,0
2022-05-11 10-13-38,120km,0
2022-12-20 15-23-24,120km,0
2023-05-09 00-13-46,120km,0
2023-06-17 09-43-31,120km,3
2023-05-12 15-53-30,120km,2
2023-02-08 19-33-30,120km,2
2021-11-07 01-43-50,120km,0
2021-02-24 19-23-36,120km,0
2022-09-04 00-51-38,120km,4
2022-11-25 06-13-09,120km,4
2022-02-06 00-53-46,120km,0
2022-07-23 18-13-16,120km,0
2023-04-03 05-03-11,120km,1
2021-06-20 13-13-50,120km,2
2022-06-03 12-13-39,120km,0
2021-12-11 09-33-23,120km,0
2021-03-11 16-43-29,120km,0
2021-03-22 20-13-47,120km,0
2021-05-19 16-13-31,120km,0
2022-12-10 07-23-40,120km,3
2021-02-15 06-53-43,120km,0
2023-06-23 04-33-40,120km,2
2022-05-19 01-43-55,120km,3
2021-02-27 23-03-18,120km,0
2023-04-08 00-03-08,120km,0
2021-04-13 12-03-32,120km,2
2021-05-07 09-13-21,120km,0
2021-11-22 01-53-39,120km,3
2021-02-01 10-23-45,120km,0
2022-08-07 17-23-45,120km,3
2021-12-31 17-23-28,120km,0
2020-07-15 17-13-46,120km,0
2023-01-13 10-23-12,120km,2
2022-10-06 01-23-07,120km,1
2021-06-07 08-53-53,120km,0
2023-05-26 09-33-17,120km,0
2021-03-18 22-43-43,120km,0
2021-06-03 12-43-43,120km,0
2021-12-23 15-53-41,120km,0
2022-06-07 22-43-42,120km,0
2021-10-07 11-33-55,120km,2
2022-12-14 09-23-19,120km,0
2022-11-24 00-03-14,120km,1
2022-12-03 12-33-20,120km,0
2022-11-01 22-03-11,120km,2
2022-06-30 09-23-16,120km,2
2021-01-16 09-13-29,120km,0
2023-02-06 22-13-05,120km,0
2020-07-14 17-53-13,120km,3
2023-01-12 14-53-24,120km,0
2021-12-25 12-33-51,120km,2
2022-06-26 16-13-29,120km,1
2022-06-09 05-33-24,120km,3
2022-02-25 21-43-52,120km,0
2022-12-22 03-43-31,120km,0
2022-11-30 05-23-35,120km,1
2021-04-18 04-43-43,120km,2
2022-04-12 08-43-57,120km,0
2021-12-18 05-03-41,120km,0
2021-11-18 06-13-31,120km,3
2021-01-10 07-33-52,120km,0
2021-12-20 05-13-45,120km,0
2022-06-11 22-33-40,120km,0
2022-02-20 01-43-20,120km,0
2022-10-28 07-03-24,120km,1
2021-10-18 00-23-44,120km,0
2022-01-28 16-33-47,120km,0
2022-05-14 03-23-36,120km,2
2022-12-15 00-23-07,120km,0
2021-01-25 19-23-51,120km,2
2022-10-20 14-13-08,120km,3
2023-06-11 21-03-29,120km,0
2021-10-14 07-03-52,120km,1
2022-05-21 18-53-24,120km,0
2022-07-28 10-43-10,120km,3
2021-12-01 01-13-44,120km,0
2022-09-19 07-41-29,120km,4
2023-03-08 11-13-16,120km,0
2021-08-23 04-53-50,120km,4
2022-07-07 16-53-32,120km,2
2022-06-07 16-23-20,120km,0
2022-08-31 03-31-36,120km,1
2021-10-02 18-33-20,120km,0
2021-11-13 18-13-58,120km,3
2021-02-23 16-53-24,120km,0
2022-04-27 18-33-32,120km,2
2022-11-05 03-23-23,120km,2
2020-07-28 07-23-35,120km,1
2021-01-19 01-43-36,120km,0
2021-03-10 04-03-36,120km,0
2022-04-04 01-03-45,120km,0
2022-07-10 02-43-45,120km,2
2022-08-29 07-01-20,120km,1
2021-01-12 07-03-36,120km,0
2022-01-08 18-03-20,120km,0
2022-12-22 23-33-20,120km,0
2023-05-31 12-53-22,120km,0
2022-05-23 22-43-56,120km,0
2021-12-02 23-43-53,120km,0
2023-05-19 04-23-28,120km,2
2023-04-06 02-13-10,120km,0
2022-10-14 17-43-25,120km,0
2022-04-20 09-03-46,120km,2
2022-07-07 12-23-33,120km,1
2021-06-11 13-43-24,120km,2
2021-06-06 16-33-37,120km,0
2021-12-06 12-43-54,120km,0
2022-07-09 17-03-28,120km,2
2022-12-31 00-23-35,120km,0
2022-07-28 03-53-08,120km,2
2022-02-17 23-33-29,120km,0
2023-03-28 16-43-10,120km,0
2021-12-12 02-03-28,120km,0
2023-02-02 07-43-29,120km,2
2022-11-30 21-03-14,120km,2
2023-03-17 22-03-41,120km,0
2022-10-07 09-23-45,120km,2
2023-01-07 20-43-05,120km,2
2021-04-28 13-23-41,120km,0
2022-03-30 14-03-26,120km,3
2022-04-24 06-53-47,120km,3
2022-04-19 23-43-35,120km,0
2022-02-15 06-53-41,120km,3
2022-12-07 12-43-28,120km,0
2023-03-30 17-43-28,120km,0
2021-11-23 09-43-59,120km,0
2022-11-30 22-23-06,120km,0
2022-08-11 09-43-44,120km,0
2020-07-19 07-43-16,120km,1
2023-03-17 22-53-37,120km,2
2021-04-16 19-33-27,120km,1
2021-01-19 12-13-46,120km,0
2021-05-31 20-53-35,120km,2
2021-05-16 06-43-23,120km,1
2020-07-13 18-43-17,120km,0
2022-02-20 21-23-52,120km,0
2023-04-10 21-43-18,120km,0
2021-11-13 23-43-38,120km,2
2021-06-05 04-53-43,120km,1
2022-11-15 10-53-43,120km,0
2021-08-20 06-13-55,120km,1
2023-05-09 02-23-39,120km,1
2023-02-23 23-53-40,120km,0
2021-08-11 14-23-55,120km,3
2021-10-17 09-43-37,120km,2
2023-06-29 01-23-31,120km,3
2022-02-28 02-33-25,120km,0
2022-05-08 05-53-47,120km,2
2021-03-20 00-13-29,120km,2
2022-10-30 12-43-10,120km,0
2022-05-14 10-33-48,120km,0
2022-02-10 00-13-22,120km,0
2022-12-02 16-33-41,120km,0
2023-06-29 02-43-28,120km,1
2021-02-25 09-13-39,120km,0
2022-10-18 07-03-24,120km,1
2021-07-18 19-23-49,120km,2
2023-05-20 22-23-28,120km,1
2022-01-09 11-23-47,120km,0
2021-02-04 13-03-25,120km,0
2021-03-24 18-53-28,120km,2
2021-11-10 13-53-25,120km,0
2021-04-18 21-03-19,120km,0
2022-01-20 02-43-47,120km,0
2021-06-23 13-13-44,120km,2
2023-03-28 10-23-23,120km,3
2022-01-10 12-33-29,120km,0
2022-10-17 01-53-31,120km,0
2023-01-28 07-33-19,120km,2
2021-07-26 16-13-40,120km,0
2022-09-12 16-01-19,120km,0
2022-12-05 17-33-10,120km,2
2021-03-29 15-13-41,120km,2
2022-02-25 19-03-52,120km,0
2022-08-01 07-53-32,120km,2
2023-01-18 15-53-08,120km,0
2023-02-11 12-23-06,120km,0
2022-02-07 11-53-20,120km,0
2021-06-04 03-03-30,120km,0
2021-11-17 00-03-39,120km,0
2021-10-08 07-03-31,120km,3
2023-03-22 01-43-38,120km,0
2021-09-16 16-53-50,120km,3
2023-01-24 00-43-13,120km,0
2021-02-10 10-13-29,120km,0
2022-08-15 13-23-06,120km,0
2022-01-14 01-13-54,120km,0
2022-08-05 06-53-20,120km,4
2021-12-08 12-23-41,120km,0
2023-01-05 11-43-20,120km,0
2023-04-08 08-13-38,120km,2
2021-11-10 13-43-42,120km,0
2022-06-11 14-23-35,120km,3
2022-12-29 13-53-26,120km,2
2020-07-08 17-33-10,120km,0
2022-08-15 20-33-14,120km,0
2021-12-17 01-03-26,120km,0
2022-07-27 00-43-41,120km,0
2021-10-31 21-33-52,120km,0
2023-02-01 23-03-37,120km,0
2021-06-10 14-23-51,120km,0
2021-03-16 12-53-20,120km,2
2022-07-01 20-53-09,120km,3
2021-04-19 19-33-22,120km,2
2021-05-26 07-23-27,120km,3
2023-05-14 00-43-27,120km,1
2021-02-05 01-23-17,120km,0
2021-12-08 10-43-46,120km,0
2023-05-24 19-33-21,120km,1
2021-08-29 03-53-59,120km,3
2021-04-12 22-53-50,120km,0
2021-03-07 09-23-43,120km,0
2021-03-29 07-23-38,120km,0
2020-07-20 19-23-20,120km,1
2020-07-31 07-33-34,120km,1
2022-01-11 09-33-53,120km,0
2021-09-02 03-23-30,120km,1
2023-06-25 14-03-11,120km,0
2022-03-27 16-03-24,120km,2
2022-02-02 08-23-53,120km,0
2022-02-16 18-23-54,120km,0
2022-07-12 10-03-29,120km,0
2022-02-04 01-23-34,120km,0
2021-01-02 07-43-38,120km,0
2023-06-26 21-43-25,120km,0
2022-05-31 09-13-21,120km,2
2023-04-30 18-03-18,120km,0
2022-08-31 23-11-09,120km,0
2023-03-17 19-13-35,120km,0
2021-11-20 01-03-28,120km,3
2021-01-07 10-23-51,120km,0
2021-04-25 02-13-29,120km,2
2022-07-08 23-33-05,120km,0
2023-02-08 23-13-08,120km,2
2022-11-22 06-03-40,120km,4
2021-10-03 05-23-38,120km,0
2021-06-03 11-33-28,120km,2
2022-02-18 09-43-48,120km,0
2021-10-24 11-53-38,120km,0
2023-03-19 23-53-21,120km,0
2022-09-08 09-01-13,120km,0
2021-08-15 21-03-26,120km,0
2022-05-04 09-43-27,120km,2
2022-01-25 19-24-00,120km,0
2023-02-26 13-13-16,120km,0
2021-06-22 12-33-50,120km,0
2021-08-22 22-53-18,120km,2
2021-11-17 14-53-56,120km,2
2021-02-21 17-03-31,120km,0
2022-09-21 23-03-14,120km,3
2023-02-15 06-13-28,120km,1
2021-04-22 00-33-34,120km,0
2022-03-21 06-03-32,120km,3
2022-02-14 13-53-57,120km,0
2021-06-05 12-33-33,120km,0
2021-05-25 15-43-46,120km,0
2022-09-13 05-01-06,120km,0
2023-01-19 07-43-06,120km,0
2022-11-14 19-13-27,120km,0
2020-07-27 18-43-26,120km,3
2021-03-23 08-23-34,120km,3
2022-10-08 23-23-25,120km,2
2021-11-13 19-23-22,120km,2
2022-01-18 17-13-49,120km,0
2021-11-14 15-23-39,120km,0
2021-03-11 11-53-17,120km,1
2022-07-07 05-23-17,120km,4
2022-10-27 00-53-43,120km,4
2023-06-12 01-53-29,120km,1
2023-02-05 22-03-23,120km,0
2021-08-11 03-13-31,120km,1
2023-02-21 17-03-21,120km,0
2023-05-08 21-13-20,120km,2
2021-04-17 08-43-21,120km,3
2022-01-14 23-13-21,120km,0
2021-01-30 12-53-21,120km,0
2023-02-05 00-43-18,120km,0
2023-02-09 11-53-05,120km,0
2021-10-13 02-23-28,120km,3
2021-12-06 14-53-38,120km,0
2021-04-18 22-13-35,120km,2
2021-04-26 00-03-41,120km,2
2021-04-25 03-53-16,120km,1
2022-07-20 06-13-20,120km,0
2021-05-21 17-33-45,120km,2
2020-07-11 01-53-34,120km,0
2022-05-09 17-43-46,120km,0
2021-03-27 14-43-40,120km,0
2022-01-14 13-23-44,120km,0
2022-12-03 18-13-23,120km,2
2022-08-09 10-13-30,120km,2
2022-07-10 17-13-38,120km,2
2021-10-02 06-23-48,120km,1
2022-09-01 23-41-17,120km,0
2022-04-23 03-43-29,120km,2
2023-05-14 23-23-12,120km,0
2022-12-01 19-33-29,120km,2
2022-11-13 18-03-33,120km,2
2023-04-16 07-23-32,120km,4
2021-03-14 16-33-46,120km,0
2021-12-29 22-13-21,120km,0
2021-12-07 11-03-54,120km,0
2021-10-28 10-43-33,120km,0
2021-07-30 12-33-34,120km,0
2021-10-28 09-53-37,120km,0
2023-05-06 05-53-40,120km,2
2022-06-27 08-03-43,120km,1
2023-03-15 00-13-05,120km,0
2022-07-21 07-43-18,120km,2
2021-10-21 15-53-28,120km,2
2021-04-01 01-13-41,120km,0
2023-02-11 16-23-24,120km,0
2022-11-15 19-53-09,120km,0
2023-01-11 05-03-25,120km,2
2022-07-22 19-13-38,120km,0
2021-09-11 16-43-31,120km,0
2021-02-04 02-13-26,120km,0
2021-04-23 19-23-20,120km,0
2021-03-23 06-03-53,120km,3
2023-01-20 10-43-34,120km,0
2022-05-08 13-53-20,120km,0
2021-03-28 13-13-32,120km,2
2021-05-24 04-23-37,120km,3
2023-01-20 09-53-41,120km,0
2022-11-30 07-53-29,120km,2
2021-08-22 03-03-39,120km,2
2021-11-17 08-13-19,120km,3
2021-12-10 16-43-37,120km,0
2022-05-23 04-53-37,120km,2
2022-04-09 08-53-44,120km,0
2022-11-10 11-23-32,120km,0
2022-06-04 00-33-48,120km,2
2022-02-20 06-13-56,120km,2
2021-02-07 01-23-39,120km,0
2022-07-01 05-23-14,120km,4
2021-09-30 12-03-53,120km,3
2021-04-18 11-33-22,120km,0
2021-12-19 14-23-50,120km,0
2021-09-19 13-53-52,120km,0
2021-04-12 13-03-28,120km,2
2021-03-23 17-13-18,120km,0
2022-07-03 22-13-31,120km,0
2022-04-14 11-13-37,120km,2
2022-02-10 22-23-41,120km,0
2021-08-25 21-03-51,120km,2
2021-07-25 18-03-53,120km,1
2022-12-19 15-13-05,120km,0
2021-01-29 15-53-38,120km,0
2021-08-23 10-33-23,120km,2
2021-06-19 20-03-19,120km,0
2021-06-06 08-03-48,120km,2
2022-08-12 18-23-44,120km,0
2021-01-09 09-33-50,120km,0
2023-01-13 11-13-08,120km,2
2022-12-14 16-13-04,120km,0
2021-02-16 14-33-35,120km,0
2022-06-21 01-23-09,120km,3
2023-06-11 18-33-11,120km,0
2021-04-23 02-43-49,120km,2
2020-07-30 23-03-16,120km,0
2021-05-28 18-33-57,120km,2
2023-02-27 10-13-03,120km,0
2021-03-09 12-43-20,120km,0
2023-06-10 00-03-23,120km,0
2023-05-18 00-13-29,120km,0
2021-05-26 01-33-22,120km,0
2022-12-23 05-23-42,120km,0
2021-12-21 00-43-43,120km,0
2022-06-17 14-33-43,120km,2
2021-04-12 21-33-50,120km,2
2021-08-20 03-23-48,120km,1
2022-12-19 20-53-14,120km,0
2022-11-14 01-53-22,120km,3
2023-06-01 08-03-06,120km,4
2021-05-13 12-03-24,120km,0
2021-03-29 08-13-21,120km,2
2022-04-15 04-43-36,120km,3
2021-01-02 13-43-47,120km,0
2023-06-30 12-53-21,120km,2
2023-04-10 01-03-41,120km,0
2022-10-08 04-13-43,120km,0
2022-04-19 07-03-40,120km,3
2022-05-29 05-43-25,120km,2
2023-03-18 22-03-22,120km,2
2021-06-29 08-53-32,120km,1
2023-02-13 22-23-23,120km,0
2020-07-22 08-23-37,120km,1
2022-10-20 18-53-21,120km,2
2022-04-27 00-53-53,120km,0
2021-08-28 14-43-22,120km,0
2023-06-23 16-43-20,120km,3
2021-11-22 17-03-43,120km,0
2022-03-22 22-23-41,120km,0
2021-11-13 21-23-26,120km,2
2023-05-12 21-43-05,120km,2
2021-12-01 21-43-48,120km,0
2023-03-18 10-53-10,120km,0
2022-04-26 06-03-41,120km,2
2022-06-16 09-03-21,120km,2
2023-04-15 10-53-28,120km,3
2022-06-06 02-53-55,120km,0
2022-12-09 04-13-21,120km,2
2022-04-30 07-13-31,120km,2
2022-08-05 16-33-12,120km,0
2022-02-23 16-13-52,120km,0
2021-08-20 13-33-25,120km,0
2022-09-01 02-41-18,120km,0
2021-10-23 03-13-46,120km,2
2023-04-15 21-23-28,120km,3
2022-02-14 03-43-38,120km,3
2022-11-02 04-03-23,120km,3
2021-06-07 10-43-40,120km,0
2021-03-03 21-33-42,120km,2
2021-06-02 07-23-35,120km,4
2022-04-02 20-33-38,120km,0
2021-10-26 20-53-55,120km,2
2022-11-01 01-43-17,120km,3
2022-03-26 13-03-48,120km,0
2021-07-21 16-23-56,120km,0
2022-10-20 19-03-10,120km,2
2021-07-27 01-43-37,120km,3
2022-04-04 11-43-31,120km,2
2021-09-02 17-33-24,120km,1
2021-07-23 23-23-40,120km,0
2022-06-12 20-43-41,120km,2
2022-12-10 07-53-04,120km,0
2022-06-02 14-33-34,120km,0
2021-10-07 20-13-36,120km,0
2021-11-21 19-13-29,120km,0
2021-07-13 02-33-33,120km,2
2021-07-11 13-33-40,120km,2
2022-05-02 06-23-45,120km,3
2023-05-27 04-33-30,120km,1
2021-11-18 11-13-53,120km,0
2022-11-17 04-33-11,120km,4
2021-12-29 11-03-31,120km,0
2023-05-02 02-33-23,120km,0
2023-04-18 10-23-41,120km,0
2022-02-21 05-03-52,120km,2
2021-01-07 00-53-29,120km,0
2021-04-28 15-23-28,120km,2
2022-05-10 10-23-20,120km,0
2022-11-10 08-43-13,120km,3
2022-02-21 02-43-41,120km,0
2022-12-09 03-23-29,120km,0
2022-06-10 14-33-48,120km,0
2021-11-27 08-23-47,120km,0
2022-07-18 08-53-23,120km,4
2021-09-25 18-53-51,120km,3
2023-04-08 16-13-20,120km,0
2021-06-30 06-23-43,120km,1
2020-07-24 14-03-47,120km,0
2023-01-17 15-53-10,120km,0
2021-05-04 08-43-50,120km,2
2022-01-16 17-23-21,120km,0
2021-12-14 14-53-31,120km,0
2022-10-29 10-03-20,120km,2
2021-12-31 16-53-34,120km,0
2022-08-12 11-53-41,120km,0
2022-08-12 03-13-16,120km,3
2021-10-18 04-53-27,120km,0
2021-12-06 05-03-44,120km,0
2022-08-14 04-43-29,120km,3
2022-07-04 15-23-20,120km,0
2021-08-16 23-23-43,120km,0
2021-01-05 11-23-13,120km,0
2022-05-27 17-53-18,120km,2
2022-01-10 14-33-29,120km,0
2023-03-27 12-33-14,120km,0
2023-03-18 05-53-30,120km,0
2021-06-11 01-43-20,120km,0
2022-05-19 17-13-21,120km,0
2021-07-14 12-13-25,120km,1
2021-03-15 05-23-24,120km,2
2023-01-20 19-23-29,120km,0
2021-09-10 13-43-31,120km,0
2021-03-13 21-03-35,120km,2
2022-07-23 21-43-18,120km,0
2021-07-28 06-03-17,120km,3
2022-07-24 23-13-33,120km,3
2022-01-22 08-23-58,120km,0
2022-08-10 09-23-15,120km,2
2022-04-06 09-43-53,120km,0
2021-09-18 22-43-31,120km,3
2023-04-13 04-13-20,120km,2
2022-05-15 03-13-23,120km,2
2022-01-15 06-03-55,120km,0
2021-07-19 10-23-43,120km,3
2021-11-01 19-03-33,120km,2
2022-01-28 15-43-49,120km,0
2022-05-29 01-33-20,120km,2
2020-07-27 16-53-45,120km,3
2023-06-06 13-43-19,120km,0
2022-07-24 03-23-40,120km,0
2021-09-01 12-03-54,120km,1
2022-10-18 05-23-43,120km,1
2022-09-16 08-41-13,120km,3
2023-04-03 08-43-37,120km,1
2022-02-02 00-03-21,120km,0
2022-05-13 21-33-41,120km,2
2022-10-02 02-23-04,120km,1
2022-12-27 00-23-15,120km,0
2021-12-21 18-03-51,120km,2
2021-11-18 15-23-44,120km,0
2022-07-01 04-53-45,120km,1
2022-10-31 07-13-24,120km,2
2022-02-02 04-53-35,120km,0
2021-04-24 08-33-43,120km,4
2021-11-15 12-33-48,120km,0
2022-07-29 04-33-31,120km,3
2023-05-20 00-03-21,120km,0
2021-01-13 09-03-23,120km,0
2023-05-13 13-33-35,120km,2
2023-03-14 12-13-14,120km,0
2022-03-21 01-43-34,120km,2
2023-05-10 12-33-23,120km,0
2020-07-08 11-23-38,120km,0
2021-05-19 11-33-43,120km,3
2022-07-23 14-03-12,120km,2
2021-08-14 19-43-45,120km,2
2022-08-14 20-33-12,120km,2
2022-02-26 11-23-46,120km,3
2022-10-15 13-13-37,120km,0
2021-08-30 04-43-32,120km,1
2021-08-19 16-03-39,120km,0
2021-06-20 14-43-22,120km,0
2021-06-02 16-23-42,120km,0
2021-05-15 08-03-46,120km,0
2021-11-15 09-53-26,120km,2
2021-01-29 13-33-16,120km,0
2020-07-14 00-03-10,120km,0
2023-05-05 23-53-10,120km,0
2023-03-16 04-03-18,120km,0
2021-03-21 23-33-11,120km,0
2022-01-20 11-53-30,120km,0
2021-03-19 11-23-19,120km,0
2021-09-13 08-23-50,120km,1
2022-02-01 08-23-54,120km,0
2021-06-06 14-03-32,120km,2
2021-09-30 15-53-41,120km,1
2023-05-07 13-33-20,120km,0
2021-06-14 15-33-55,120km,0
2022-05-12 13-23-36,120km,2
2022-01-22 07-03-26,120km,0
2023-06-07 10-03-18,120km,2
2022-10-23 14-13-07,120km,0
2022-04-10 13-23-48,120km,2
2023-03-30 03-03-44,120km,0
2023-01-16 22-23-10,120km,0
2021-11-04 02-23-21,120km,0
2021-12-16 09-13-36,120km,0
2021-02-22 15-53-43,120km,0
2022-10-20 03-03-38,120km,1
2022-12-05 08-13-23,120km,1
2021-07-30 21-03-21,120km,0
2022-12-26 16-23-21,120km,0
2023-02-07 07-43-40,120km,1
2021-05-28 13-33-46,120km,0
2022-02-05 06-33-57,120km,0
2022-02-24 06-33-22,120km,2
2021-01-24 20-03-18,120km,0
2021-11-07 23-43-37,120km,0
2021-07-31 00-53-55,120km,0
2022-02-19 23-23-53,120km,0
2021-10-10 04-13-29,120km,4
2022-02-24 12-43-45,120km,0
2023-01-31 19-03-06,120km,0
2021-03-08 06-53-34,120km,0
2023-04-03 06-23-21,120km,4
2021-02-16 02-43-28,120km,0
2022-01-01 18-03-25,120km,0
2020-07-23 22-23-22,120km,2
2021-02-19 11-33-52,120km,0
2021-09-16 17-23-42,120km,3
2021-10-29 17-13-41,120km,0
2022-10-30 15-53-35,120km,0
2023-02-05 08-43-41,120km,2
2021-12-13 09-03-20,120km,0
2023-02-08 02-33-04,120km,0
2021-10-07 03-03-36,120km,1
2022-01-13 03-03-50,120km,0
2022-12-17 15-53-20,120km,0
2021-08-24 15-53-24,120km,0
2022-09-01 14-21-09,120km,4
2022-07-01 20-23-37,120km,0
2021-06-11 22-13-28,120km,0
2022-05-12 16-03-44,120km,2
2022-04-28 14-34-00,120km,0
2022-06-09 21-13-42,120km,2
2022-12-21 23-13-44,120km,0
2021-03-10 23-33-24,120km,0
2021-12-31 08-23-28,120km,0
2021-12-05 23-53-58,120km,0
2021-11-12 23-53-58,120km,0
2022-06-30 06-33-15,120km,4
2022-11-11 23-03-35,120km,2
2022-02-06 03-53-35,120km,0
2022-08-14 13-53-14,120km,0
2022-12-29 07-53-38,120km,0
2021-05-28 21-23-57,120km,2
2021-02-01 08-03-32,120km,0
2021-12-06 09-43-32,120km,0
2022-04-07 22-43-43,120km,0
2023-03-20 12-43-04,120km,0
2021-03-20 04-13-37,120km,0
2023-04-04 15-53-35,120km,0
2021-11-26 03-53-50,120km,0
2023-05-28 05-53-14,120km,1
2022-08-12 12-53-20,120km,0
2021-08-20 20-03-49,120km,2
2022-01-30 13-53-19,120km,0
2022-04-26 22-43-37,120km,0
2022-10-06 22-13-43,120km,2
2021-07-06 00-33-55,120km,3
2022-05-09 09-13-54,120km,0
2022-01-31 10-04-00,120km,0
2023-01-12 11-43-09,120km,0
2022-12-23 10-43-14,120km,0
2021-11-07 00-43-25,120km,0
2022-05-20 19-43-37,120km,0
2022-01-30 01-23-27,120km,0
2021-08-14 14-53-23,120km,3
2022-04-02 22-43-59,120km,0
2023-06-05 13-13-20,120km,2
2021-10-27 16-33-32,120km,0
2021-10-31 12-53-52,120km,0
2022-07-04 10-03-37,120km,0
2021-01-04 12-03-44,120km,3
2023-03-14 10-43-24,120km,0
2021-05-13 17-33-54,120km,4
2021-06-10 04-03-18,120km,1
2022-07-20 00-03-33,120km,1
2021-02-07 09-33-38,120km,2
2022-07-20 22-23-43,120km,1
2022-07-22 06-23-06,120km,3
2021-07-11 09-33-58,120km,1
2022-12-30 15-33-44,120km,0
2023-02-24 21-23-23,120km,2
2022-01-13 20-43-26,120km,0
2021-04-12 08-43-43,120km,2
2022-01-09 09-53-33,120km,0
2021-04-25 07-33-52,120km,1
2021-07-02 09-43-35,120km,0
2022-02-02 16-03-32,120km,0
2021-07-12 01-53-49,120km,2
2022-10-23 02-03-05,120km,2
2021-10-07 08-23-44,120km,1
2023-02-03 23-33-10,120km,0
2023-02-19 21-53-35,120km,0
2022-08-01 19-53-28,120km,0
2021-09-19 09-43-58,120km,3
2023-03-02 12-33-28,120km,0
2021-08-28 02-13-32,120km,1
2021-12-25 17-03-23,120km,2
2022-10-14 14-43-23,120km,0
2023-01-25 10-43-44,120km,0
2021-11-13 06-13-36,120km,3
2022-02-15 07-43-40,120km,2
2021-11-24 08-43-56,120km,2
2021-12-22 02-53-37,120km,2
2023-04-28 12-23-21,120km,2
2020-07-08 16-53-48,120km,0
2023-06-13 18-03-09,120km,0
2021-03-24 17-53-48,120km,2
2021-04-17 15-33-27,120km,0
2022-12-06 09-03-30,120km,4
2021-09-11 03-13-43,120km,3
2023-03-10 11-33-24,120km,0
2022-11-29 18-03-15,120km,0
2023-03-12 20-03-22,120km,0
2021-05-15 22-33-38,120km,0
2020-07-02 21-33-09,120km,3
2022-11-04 11-23-42,120km,1
2022-04-01 18-43-45,120km,0
2021-05-14 22-23-50,120km,3
2022-06-04 13-33-21,120km,0
2023-04-13 10-33-27,120km,2
2022-07-12 12-13-13,120km,2
2023-06-24 23-53-36,120km,2
2022-07-02 05-43-32,120km,1
2022-06-25 07-53-05,120km,4
2022-10-06 23-33-12,120km,2
2023-02-01 18-23-29,120km,0
2022-06-16 14-33-25,120km,2
2023-01-18 21-53-40,120km,0
2023-03-23 11-53-43,120km,0
2023-03-03 22-43-17,120km,0
2020-07-22 10-03-22,120km,0
2021-03-07 15-53-46,120km,2
2022-05-14 10-43-29,120km,0
2022-02-07 07-33-43,120km,2
2021-08-20 11-53-24,120km,3
2020-07-24 07-43-25,120km,1
2021-08-23 15-33-33,120km,0
2022-10-05 11-23-17,120km,3
2021-04-29 04-33-25,120km,2
2022-12-30 05-03-40,120km,2
2021-04-19 17-13-29,120km,0
2021-10-04 22-23-58,120km,0
2022-06-29 04-43-18,120km,1
2022-04-05 14-53-48,120km,0
2022-09-05 11-11-46,120km,2
2021-05-22 05-53-43,120km,1
2022-06-05 13-43-42,120km,0
2023-05-09 12-13-37,120km,0
2023-04-26 15-33-40,120km,0
2021-03-02 19-43-23,120km,0
2023-06-18 13-03-21,120km,0
2021-11-19 21-13-46,120km,0
2022-01-07 18-13-34,120km,0
2022-11-25 04-13-13,120km,1
2023-02-05 06-43-43,120km,0
2022-04-19 10-53-45,120km,2
2023-01-29 20-23-31,120km,0
2022-06-20 12-03-24,120km,0
2021-11-07 02-03-58,120km,0
2022-06-27 21-33-14,120km,1
2021-07-01 14-33-47,120km,0
2022-03-27 11-03-25,120km,2
2023-04-14 22-23-18,120km,2
2022-12-21 06-23-16,120km,0
2021-05-12 23-43-22,120km,0
2022-07-10 10-03-40,120km,3
2021-07-18 06-13-31,120km,1
2022-12-24 21-33-11,120km,0
2023-02-20 15-43-10,120km,0
2021-05-09 09-03-41,120km,1
2023-04-18 06-43-41,120km,0
2023-03-04 07-13-17,120km,2
2022-08-30 09-01-35,120km,4
2023-03-13 06-53-43,120km,0
2021-08-22 19-53-17,120km,2
2021-07-29 19-33-18,120km,3
2023-06-27 03-53-30,120km,2
2022-01-29 22-03-35,120km,0
2022-11-18 06-43-17,120km,1
2022-09-06 05-41-14,120km,4
2022-06-21 10-23-07,120km,1
2022-01-02 05-53-52,120km,0
